Energy_eV,Li6_barn,Li7_barn,B10_barn,Gd155_barn,Gd157_barn,H1_barn,O16_barn
6.131646e-03,1.907021e+03,9.225480e-02,7.809018e+03,1.081046e+05,4.288110e+05,6.744717e-01,3.860755e-04
6.219145e-03,1.893489e+03,9.160014e-02,7.753606e+03,1.074540e+05,4.263003e+05,6.697814e-01,3.833360e-04
6.307892e-03,1.879957e+03,9.094548e-02,7.698194e+03,1.068035e+05,4.237895e+05,6.650911e-01,3.805964e-04
6.397906e-03,1.866425e+03,9.029082e-02,7.642782e+03,1.061692e+05,4.213451e+05,6.604008e-01,3.778569e-04
6.489204e-03,1.853205e+03,8.965124e-02,7.588646e+03,1.055412e+05,4.189258e+05,6.557105e-01,3.751804e-04
6.581805e-03,1.840212e+03,8.902266e-02,7.535442e+03,1.049131e+05,4.165065e+05,6.510202e-01,3.725500e-04
6.675728e-03,1.827219e+03,8.839408e-02,7.482237e+03,1.042851e+05,4.140873e+05,6.463642e-01,3.699196e-04
6.770991e-03,1.814226e+03,8.776550e-02,7.429033e+03,1.036663e+05,4.117058e+05,6.418945e-01,3.672892e-04
6.867613e-03,1.801477e+03,8.714874e-02,7.376829e+03,1.030587e+05,4.093700e+05,6.374248e-01,3.647082e-04
6.965614e-03,1.788992e+03,8.654471e-02,7.325702e+03,1.024510e+05,4.070343e+05,6.329552e-01,3.621805e-04
7.065014e-03,1.776506e+03,8.594068e-02,7.274575e+03,1.018434e+05,4.046985e+05,6.284855e-01,3.596528e-04
7.165832e-03,1.764020e+03,8.533664e-02,7.223448e+03,1.012473e+05,4.024098e+05,6.240158e-01,3.571251e-04
7.268088e-03,1.751535e+03,8.473261e-02,7.172321e+03,1.006667e+05,4.001849e+05,6.195461e-01,3.545974e-04
7.371804e-03,1.739049e+03,8.412858e-02,7.121194e+03,1.000861e+05,3.979600e+05,6.150765e-01,3.520698e-04
7.477000e-03,1.726563e+03,8.352454e-02,7.070067e+03,9.950553e+04,3.957351e+05,6.108285e-01,3.495421e-04
7.583697e-03,1.714274e+03,8.293001e-02,7.019744e+03,9.892494e+04,3.935102e+05,6.065835e-01,3.470541e-04
7.691916e-03,1.702416e+03,8.235634e-02,6.971188e+03,9.834436e+04,3.912853e+05,6.023385e-01,3.446535e-04
7.801680e-03,1.690558e+03,8.178267e-02,6.922631e+03,9.776377e+04,3.890604e+05,5.980935e-01,3.422528e-04
7.913010e-03,1.678700e+03,8.120900e-02,6.874074e+03,9.718319e+04,3.868355e+05,5.938485e-01,3.398522e-04
8.025929e-03,1.666842e+03,8.063533e-02,6.825517e+03,9.663416e+04,3.847410e+05,5.896035e-01,3.374515e-04
8.140459e-03,1.654985e+03,8.006166e-02,6.776960e+03,9.608517e+04,3.826467e+05,5.853585e-01,3.350509e-04
8.256624e-03,1.643127e+03,7.948800e-02,6.728404e+03,9.553617e+04,3.805523e+05,5.812222e-01,3.326503e-04
8.374446e-03,1.631269e+03,7.891433e-02,6.679847e+03,9.498718e+04,3.784580e+05,5.771604e-01,3.302496e-04
8.493950e-03,1.619882e+03,7.836343e-02,6.633217e+03,9.443818e+04,3.763637e+05,5.730985e-01,3.279442e-04
8.615159e-03,1.608535e+03,7.781451e-02,6.586755e+03,9.388919e+04,3.742693e+05,5.690367e-01,3.256472e-04
8.738097e-03,1.597189e+03,7.726559e-02,6.540293e+03,9.334773e+04,3.722064e+05,5.649749e-01,3.233501e-04
8.862790e-03,1.585843e+03,7.671667e-02,6.493831e+03,9.282559e+04,3.702242e+05,5.609995e-01,3.210530e-04
8.989262e-03,1.574497e+03,7.616776e-02,6.447369e+03,9.230345e+04,3.682419e+05,5.570940e-01,3.187560e-04
9.117539e-03,1.563534e+03,7.563742e-02,6.402480e+03,9.178132e+04,3.662597e+05,5.531886e-01,3.165367e-04
9.247647e-03,1.552625e+03,7.510964e-02,6.357807e+03,9.125918e+04,3.642775e+05,5.492831e-01,3.143280e-04
9.379611e-03,1.541715e+03,7.458186e-02,6.313134e+03,9.073704e+04,3.622952e+05,5.453776e-01,3.121194e-04
9.513459e-03,1.530805e+03,7.405408e-02,6.268460e+03,9.021827e+04,3.603272e+05,5.414722e-01,3.099108e-04
9.649216e-03,1.519896e+03,7.352630e-02,6.223787e+03,8.971911e+04,3.584419e+05,5.376495e-01,3.077022e-04
9.786910e-03,1.508986e+03,7.299852e-02,6.179114e+03,8.921995e+04,3.565566e+05,5.339083e-01,3.054936e-04
9.926570e-03,1.498458e+03,7.248917e-02,6.136001e+03,8.872078e+04,3.546713e+05,5.301671e-01,3.033621e-04
1.006822e-02,1.488007e+03,7.198358e-02,6.093207e+03,8.822162e+04,3.527860e+05,5.264259e-01,3.012463e-04
1.021190e-02,1.477556e+03,7.147799e-02,6.050413e+03,8.772246e+04,3.509007e+05,5.226846e-01,2.991306e-04
1.035762e-02,1.467106e+03,7.097241e-02,6.007618e+03,8.723323e+04,3.490578e+05,5.189434e-01,2.970149e-04
1.050542e-02,1.456655e+03,7.046682e-02,5.964824e+03,8.675382e+04,3.472568e+05,5.152670e-01,2.948991e-04
1.065534e-02,1.446205e+03,6.996124e-02,5.922030e+03,8.627440e+04,3.454558e+05,5.116792e-01,2.927834e-04
1.080739e-02,1.436075e+03,6.947117e-02,5.880549e+03,8.579499e+04,3.436548e+05,5.080913e-01,2.907326e-04
1.096161e-02,1.426052e+03,6.898631e-02,5.839509e+03,8.531557e+04,3.418538e+05,5.045035e-01,2.887036e-04
1.111803e-02,1.416030e+03,6.850146e-02,5.798469e+03,8.484086e+04,3.400733e+05,5.009156e-01,2.866746e-04
1.127669e-02,1.406008e+03,6.801661e-02,5.757430e+03,8.437840e+04,3.383457e+05,4.973278e-01,2.846456e-04
1.143761e-02,1.395986e+03,6.753175e-02,5.716390e+03,8.391594e+04,3.366182e+05,4.938520e-01,2.826166e-04
1.160082e-02,1.385970e+03,6.704725e-02,5.675379e+03,8.345348e+04,3.348906e+05,4.904266e-01,2.805890e-04
1.176636e-02,1.376402e+03,6.658434e-02,5.636197e+03,8.299102e+04,3.331631e+05,4.870011e-01,2.786519e-04
1.193427e-02,1.366833e+03,6.612144e-02,5.597016e+03,8.253457e+04,3.314620e+05,4.835757e-01,2.767148e-04
1.210457e-02,1.357265e+03,6.565853e-02,5.557834e+03,8.208667e+04,3.297985e+05,4.801503e-01,2.747776e-04
1.227731e-02,1.347696e+03,6.519563e-02,5.518652e+03,8.163877e+04,3.281349e+05,4.767249e-01,2.728405e-04
1.245250e-02,1.338128e+03,6.473272e-02,5.479470e+03,8.119087e+04,3.264714e+05,4.732994e-01,2.709034e-04
1.263020e-02,1.328559e+03,6.426982e-02,5.440288e+03,8.074298e+04,3.248079e+05,4.699194e-01,2.689662e-04
1.281043e-02,1.318991e+03,6.380691e-02,5.401106e+03,8.031021e+04,3.232125e+05,4.666304e-01,2.670291e-04
1.299324e-02,1.309673e+03,6.335615e-02,5.362951e+03,7.987988e+04,3.216281e+05,4.633414e-01,2.651428e-04
1.317865e-02,1.300486e+03,6.291168e-02,5.325330e+03,7.944954e+04,3.200437e+05,4.600523e-01,2.632828e-04
1.336671e-02,1.291298e+03,6.246721e-02,5.287708e+03,7.901921e+04,3.184593e+05,4.567937e-01,2.614227e-04
1.355746e-02,1.282111e+03,6.202274e-02,5.250086e+03,7.858887e+04,3.168749e+05,4.536331e-01,2.595627e-04
1.375092e-02,1.273125e+03,6.158803e-02,5.213291e+03,7.815854e+04,3.152904e+05,4.504726e-01,2.577436e-04
1.394715e-02,1.264297e+03,6.116092e-02,5.177139e+03,7.772821e+04,3.137060e+05,4.473121e-01,2.559562e-04
1.414617e-02,1.255468e+03,6.073381e-02,5.140987e+03,7.729787e+04,3.121216e+05,4.441515e-01,2.541689e-04
1.434804e-02,1.246639e+03,6.030671e-02,5.104835e+03,7.687744e+04,3.105835e+05,4.409910e-01,2.523815e-04
1.455279e-02,1.237811e+03,5.987960e-02,5.068683e+03,7.646493e+04,3.090824e+05,4.378305e-01,2.505942e-04
1.476046e-02,1.228982e+03,5.945249e-02,5.032531e+03,7.605243e+04,3.075814e+05,4.346806e-01,2.488068e-04
1.497109e-02,1.220154e+03,5.902538e-02,4.996379e+03,7.563992e+04,3.060803e+05,4.316789e-01,2.470195e-04
1.518473e-02,1.211500e+03,5.860672e-02,4.960942e+03,7.522742e+04,3.045793e+05,4.286773e-01,2.452675e-04
1.540141e-02,1.203115e+03,5.820108e-02,4.926606e+03,7.481491e+04,3.030783e+05,4.256756e-01,2.435700e-04
1.562119e-02,1.194730e+03,5.779544e-02,4.892271e+03,7.440241e+04,3.015772e+05,4.226739e-01,2.418724e-04
1.584411e-02,1.186345e+03,5.738980e-02,4.857936e+03,7.399137e+04,3.000835e+05,4.196722e-01,2.401749e-04
1.607020e-02,1.177960e+03,5.698416e-02,4.823601e+03,7.359072e+04,2.986418e+05,4.166706e-01,2.384774e-04
1.629952e-02,1.169575e+03,5.657852e-02,4.789266e+03,7.319006e+04,2.972000e+05,4.136689e-01,2.367799e-04
1.653212e-02,1.161191e+03,5.617288e-02,4.754931e+03,7.278941e+04,2.957582e+05,4.107546e-01,2.350824e-04
1.676803e-02,1.152806e+03,5.576725e-02,4.720597e+03,7.238876e+04,2.943164e+05,4.078824e-01,2.333849e-04
1.700731e-02,1.144783e+03,5.537912e-02,4.687744e+03,7.198810e+04,2.928746e+05,4.050103e-01,2.317606e-04
1.725001e-02,1.136760e+03,5.499098e-02,4.654891e+03,7.158745e+04,2.914328e+05,4.021382e-01,2.301364e-04
1.749617e-02,1.128737e+03,5.460285e-02,4.622037e+03,7.118952e+04,2.900064e+05,3.992660e-01,2.285121e-04
1.774584e-02,1.120713e+03,5.421472e-02,4.589184e+03,7.079564e+04,2.886029e+05,3.964639e-01,2.268879e-04
1.799907e-02,1.112690e+03,5.382658e-02,4.556331e+03,7.040177e+04,2.871994e+05,3.937023e-01,2.252636e-04
1.825592e-02,1.104964e+03,5.345279e-02,4.524691e+03,7.000789e+04,2.857959e+05,3.909407e-01,2.236994e-04
1.851643e-02,1.097250e+03,5.307960e-02,4.493103e+03,6.961402e+04,2.843925e+05,3.881791e-01,2.221376e-04
1.878066e-02,1.089536e+03,5.270640e-02,4.461514e+03,6.922015e+04,2.829890e+05,3.854176e-01,2.205759e-04
1.904866e-02,1.081821e+03,5.233321e-02,4.429925e+03,6.882691e+04,2.815907e+05,3.826560e-01,2.190141e-04
1.932048e-02,1.074107e+03,5.196002e-02,4.398336e+03,6.843544e+04,2.802070e+05,3.799682e-01,2.174524e-04
1.959619e-02,1.066393e+03,5.158683e-02,4.366747e+03,6.804397e+04,2.788232e+05,3.773329e-01,2.158907e-04
1.987583e-02,1.058990e+03,5.122870e-02,4.336434e+03,6.765250e+04,2.774395e+05,3.746976e-01,2.143920e-04
2.015946e-02,1.051618e+03,5.087205e-02,4.306245e+03,6.726103e+04,2.760557e+05,3.720623e-01,2.128995e-04
2.044713e-02,1.044245e+03,5.051539e-02,4.276057e+03,6.686957e+04,2.746720e+05,3.694269e-01,2.114069e-04
2.073891e-02,1.036873e+03,5.015874e-02,4.245868e+03,6.647723e+04,2.732901e+05,3.667916e-01,2.099144e-04
2.103486e-02,1.029500e+03,4.980209e-02,4.215679e+03,6.608437e+04,2.719094e+05,3.641563e-01,2.084219e-04
2.133503e-02,1.022128e+03,4.944543e-02,4.185490e+03,6.569151e+04,2.705286e+05,3.615714e-01,2.069294e-04
2.163948e-02,1.014805e+03,4.909118e-02,4.155505e+03,6.529864e+04,2.691479e+05,3.590583e-01,2.054469e-04
2.194827e-02,1.007749e+03,4.874981e-02,4.126609e+03,6.490578e+04,2.677671e+05,3.565451e-01,2.040183e-04
2.226147e-02,1.000692e+03,4.840843e-02,4.097714e+03,6.450966e+04,2.663768e+05,3.540320e-01,2.025897e-04
2.257915e-02,9.936357e+02,4.806705e-02,4.068818e+03,6.410844e+04,2.649715e+05,3.515188e-01,2.011611e-04
2.290135e-02,9.865792e+02,4.772567e-02,4.039922e+03,6.370723e+04,2.635661e+05,3.490057e-01,1.997325e-04
2.322815e-02,9.795227e+02,4.738430e-02,4.011026e+03,6.330602e+04,2.621608e+05,3.465082e-01,1.983039e-04
2.355962e-02,9.725828e+02,4.704856e-02,3.982608e+03,6.290481e+04,2.607554e+05,3.440770e-01,1.968989e-04
2.389582e-02,9.657332e+02,4.671720e-02,3.954560e+03,6.250360e+04,2.593501e+05,3.416457e-01,1.955122e-04
2.423681e-02,9.588836e+02,4.638584e-02,3.926512e+03,6.210239e+04,2.579447e+05,3.392187e-01,1.941255e-04
2.458267e-02,9.521371e+02,4.605946e-02,3.898885e+03,6.170118e+04,2.565394e+05,3.368404e-01,1.927597e-04
2.493347e-02,9.454218e+02,4.573459e-02,3.871387e+03,6.129997e+04,2.551340e+05,3.344621e-01,1.914002e-04
2.528927e-02,9.387066e+02,4.540973e-02,3.843889e+03,6.089875e+04,2.537287e+05,3.320838e-01,1.900407e-04
2.565015e-02,9.321922e+02,4.509473e-02,3.817204e+03,6.047246e+04,2.521897e+05,3.297788e-01,1.887208e-04
2.601618e-02,9.256841e+02,4.478004e-02,3.790544e+03,6.004539e+04,2.506466e+05,3.274760e-01,1.874022e-04
2.638743e-02,9.191760e+02,4.446535e-02,3.763884e+03,5.961832e+04,2.491035e+05,3.251732e-01,1.860835e-04
2.676398e-02,9.126678e+02,4.415066e-02,3.737224e+03,5.919125e+04,2.475604e+05,3.228704e-01,1.847649e-04
2.714590e-02,9.061597e+02,4.383597e-02,3.710564e+03,5.876418e+04,2.460173e+05,3.205676e-01,1.834462e-04
2.753327e-02,8.996516e+02,4.352128e-02,3.683904e+03,5.833711e+04,2.444742e+05,3.182648e-01,1.821275e-04
2.792617e-02,8.934088e+02,4.321942e-02,3.658332e+03,5.791004e+04,2.429311e+05,3.160657e-01,1.808538e-04
2.832468e-02,8.872111e+02,4.291973e-02,3.632944e+03,5.748297e+04,2.413880e+05,3.138708e-01,1.795877e-04
2.872887e-02,8.810134e+02,4.262005e-02,3.607556e+03,5.705590e+04,2.398449e+05,3.116760e-01,1.783217e-04
2.913883e-02,8.748156e+02,4.232036e-02,3.582169e+03,5.662883e+04,2.383018e+05,3.094812e-01,1.770556e-04
2.955465e-02,8.686179e+02,4.202067e-02,3.556781e+03,5.620176e+04,2.367587e+05,3.072863e-01,1.757895e-04
2.997639e-02,8.624201e+02,4.172099e-02,3.531393e+03,5.577469e+04,2.352156e+05,3.050915e-01,1.745501e-04
3.040416e-02,8.562224e+02,4.142130e-02,3.506005e+03,5.530408e+04,2.336725e+05,3.028967e-01,1.733371e-04
3.083802e-02,8.500742e+02,4.112401e-02,3.480821e+03,5.482537e+04,2.321294e+05,3.007441e-01,1.721240e-04
3.127808e-02,8.441793e+02,4.083896e-02,3.456674e+03,5.434667e+04,2.305863e+05,2.986547e-01,1.709110e-04
3.172442e-02,8.382844e+02,4.055390e-02,3.432527e+03,5.386797e+04,2.290432e+05,2.965653e-01,1.696980e-04
3.217713e-02,8.323895e+02,4.026885e-02,3.408380e+03,5.338927e+04,2.273502e+05,2.944759e-01,1.684849e-04
3.263630e-02,8.264946e+02,3.998380e-02,3.384233e+03,5.291057e+04,2.253070e+05,2.923865e-01,1.672719e-04
3.310202e-02,8.205996e+02,3.969875e-02,3.360086e+03,5.243187e+04,2.232638e+05,2.902971e-01,1.660991e-04
3.357439e-02,8.147047e+02,3.941370e-02,3.335939e+03,5.195317e+04,2.212205e+05,2.882149e-01,1.649382e-04
3.405349e-02,8.090112e+02,3.913838e-02,3.312617e+03,5.147447e+04,2.191773e+05,2.862221e-01,1.637772e-04
3.453944e-02,8.033936e+02,3.886673e-02,3.289606e+03,5.099577e+04,2.171341e+05,2.842293e-01,1.626162e-04
3.503232e-02,7.977761e+02,3.859508e-02,3.266596e+03,5.051707e+04,2.150909e+05,2.822365e-01,1.614552e-04
3.553223e-02,7.921585e+02,3.832344e-02,3.243585e+03,5.003837e+04,2.130477e+05,2.802437e-01,1.603010e-04
3.603928e-02,7.865409e+02,3.805179e-02,3.220574e+03,4.955967e+04,2.110045e+05,2.782509e-01,1.591880e-04
3.655356e-02,7.809233e+02,3.778014e-02,3.197564e+03,4.907798e+04,2.089613e+05,2.762581e-01,1.580750e-04
3.707518e-02,7.753057e+02,3.750849e-02,3.174553e+03,4.853636e+04,2.069181e+05,2.742682e-01,1.569619e-04
3.760424e-02,7.698455e+02,3.724446e-02,3.152188e+03,4.799473e+04,2.048749e+05,2.723739e-01,1.558489e-04
3.814085e-02,7.645104e+02,3.698646e-02,3.130335e+03,4.745310e+04,2.028316e+05,2.704796e-01,1.547359e-04
3.868513e-02,7.591752e+02,3.672847e-02,3.108481e+03,4.691148e+04,2.007884e+05,2.685853e-01,1.536228e-04
3.923716e-02,7.538401e+02,3.647047e-02,3.086628e+03,4.636985e+04,1.987452e+05,2.666910e-01,1.525534e-04
3.979708e-02,7.485049e+02,3.621248e-02,3.064775e+03,4.582823e+04,1.967020e+05,2.647967e-01,1.514905e-04
4.036498e-02,7.431698e+02,3.595448e-02,3.042922e+03,4.528660e+04,1.946588e+05,2.629024e-01,1.504276e-04
4.094099e-02,7.378346e+02,3.569649e-02,3.021069e+03,4.474498e+04,1.926156e+05,2.610081e-01,1.493647e-04
4.152522e-02,7.325373e+02,3.544032e-02,2.999371e+03,4.420335e+04,1.905724e+05,2.591752e-01,1.483018e-04
4.211779e-02,7.274324e+02,3.519346e-02,2.978461e+03,4.366173e+04,1.885292e+05,2.573613e-01,1.472389e-04
4.271881e-02,7.223275e+02,3.494659e-02,2.957551e+03,4.312010e+04,1.864860e+05,2.555473e-01,1.461830e-04
4.332841e-02,7.172225e+02,3.469972e-02,2.936641e+03,4.255543e+04,1.844427e+05,2.537334e-01,1.451671e-04
4.394671e-02,7.121176e+02,3.445285e-02,2.915732e+03,4.196883e+04,1.823995e+05,2.519195e-01,1.441513e-04
4.457383e-02,7.070370e+02,3.420716e-02,2.894922e+03,4.138222e+04,1.803563e+05,2.501611e-01,1.431355e-04
4.520990e-02,7.021287e+02,3.396979e-02,2.874817e+03,4.079562e+04,1.783131e+05,2.484158e-01,1.421196e-04
4.585504e-02,6.972203e+02,3.373243e-02,2.854712e+03,4.020901e+04,1.762699e+05,2.466705e-01,1.411038e-04
4.650940e-02,6.923119e+02,3.349506e-02,2.834608e+03,3.962241e+04,1.742267e+05,2.449252e-01,1.400922e-04
4.717309e-02,6.874036e+02,3.325769e-02,2.814503e+03,3.903580e+04,1.721835e+05,2.431799e-01,1.391190e-04
4.784625e-02,6.824952e+02,3.302032e-02,2.794399e+03,3.844920e+04,1.698513e+05,2.414347e-01,1.381459e-04
4.852902e-02,6.776024e+02,3.278370e-02,2.774358e+03,3.785925e+04,1.673527e+05,2.397520e-01,1.371727e-04
4.922153e-02,6.729005e+02,3.255628e-02,2.755099e+03,3.725155e+04,1.648541e+05,2.380792e-01,1.361995e-04
4.992392e-02,6.681986e+02,3.232885e-02,2.735841e+03,3.664386e+04,1.623555e+05,2.364064e-01,1.352263e-04
5.063633e-02,6.634967e+02,3.210142e-02,2.716583e+03,3.603617e+04,1.598568e+05,2.347336e-01,1.342552e-04
5.135892e-02,6.587948e+02,3.187399e-02,2.697324e+03,3.542847e+04,1.573582e+05,2.330608e-01,1.333227e-04
5.209181e-02,6.540929e+02,3.164657e-02,2.678066e+03,3.482078e+04,1.548596e+05,2.313880e-01,1.323903e-04
5.283516e-02,6.493910e+02,3.141956e-02,2.658808e+03,3.421240e+04,1.523505e+05,2.297722e-01,1.314578e-04
5.358912e-02,6.448806e+02,3.120134e-02,2.640334e+03,3.359909e+04,1.497514e+05,2.281677e-01,1.305254e-04
5.435384e-02,6.403715e+02,3.098312e-02,2.621865e+03,3.298577e+04,1.471523e+05,2.265631e-01,1.295929e-04
5.512947e-02,6.358624e+02,3.076490e-02,2.603397e+03,3.237251e+04,1.445532e+05,2.249586e-01,1.286623e-04
5.591617e-02,6.313533e+02,3.054668e-02,2.584928e+03,3.175939e+04,1.419541e+05,2.233541e-01,1.277736e-04
5.671409e-02,6.268443e+02,3.032845e-02,2.566460e+03,3.114626e+04,1.393550e+05,2.217570e-01,1.268849e-04
5.752341e-02,6.223883e+02,3.011423e-02,2.548210e+03,3.053477e+04,1.367386e+05,2.202251e-01,1.259963e-04
5.834427e-02,6.180834e+02,2.990572e-02,2.530577e+03,2.992456e+04,1.341110e+05,2.186932e-01,1.251076e-04
5.917684e-02,6.137785e+02,2.969721e-02,2.512945e+03,2.931434e+04,1.314835e+05,2.171613e-01,1.242189e-04
6.002129e-02,6.094735e+02,2.948869e-02,2.495313e+03,2.870916e+04,1.288559e+05,2.156294e-01,1.233302e-04
6.087780e-02,6.051686e+02,2.928018e-02,2.477681e+03,2.810432e+04,1.262283e+05,2.140975e-01,1.224415e-04
6.174653e-02,6.008636e+02,2.907167e-02,2.460050e+03,2.750256e+04,1.236063e+05,2.125656e-01,1.215734e-04
6.262765e-02,5.965587e+02,2.886316e-02,2.442418e+03,2.690530e+04,1.209897e+05,2.110337e-01,1.207275e-04
6.352135e-02,5.922538e+02,2.865612e-02,2.424786e+03,2.630804e+04,1.183751e+05,2.095472e-01,1.198815e-04
6.442780e-02,5.881038e+02,2.845577e-02,2.407789e+03,2.571994e+04,1.157808e+05,2.080764e-01,1.190356e-04
6.534719e-02,5.839704e+02,2.825542e-02,2.390860e+03,2.513218e+04,1.131866e+05,2.066055e-01,1.181896e-04
6.627970e-02,5.798369e+02,2.805507e-02,2.373931e+03,2.455114e+04,1.106167e+05,2.051346e-01,1.173437e-04
6.722551e-02,5.757035e+02,2.785591e-02,2.357002e+03,2.397454e+04,1.080545e+05,2.037010e-01,1.165038e-04
6.818482e-02,5.717003e+02,2.766325e-02,2.340606e+03,2.340193e+04,1.055126e+05,2.022876e-01,1.156970e-04
6.915782e-02,5.677284e+02,2.747059e-02,2.324338e+03,2.283784e+04,1.029912e+05,2.008741e-01,1.148902e-04
7.014470e-02,5.637564e+02,2.727793e-02,2.308070e+03,2.227520e+04,1.004843e+05,1.994607e-01,1.140834e-04
7.114567e-02,5.597844e+02,2.708527e-02,2.291802e+03,2.172475e+04,9.801077e+04,1.980472e-01,1.132766e-04
7.216092e-02,5.558124e+02,2.689261e-02,2.275534e+03,2.117431e+04,9.554683e+04,1.966338e-01,1.124698e-04
7.319066e-02,5.518405e+02,2.669996e-02,2.259267e+03,2.063779e+04,9.312722e+04,1.952204e-01,1.116630e-04
7.423509e-02,5.478685e+02,2.650834e-02,2.242999e+03,2.010186e+04,9.071434e+04,1.938410e-01,1.108606e-04
7.529443e-02,5.440239e+02,2.632520e-02,2.227253e+03,1.957922e+04,8.835351e+04,1.924986e-01,1.100938e-04
7.636888e-02,5.402516e+02,2.614206e-02,2.211803e+03,1.905845e+04,8.599953e+04,1.911563e-01,1.093269e-04
7.745867e-02,5.364793e+02,2.595892e-02,2.196354e+03,1.855102e+04,8.370128e+04,1.898139e-01,1.085600e-04
7.856400e-02,5.327070e+02,2.577578e-02,2.180904e+03,1.804586e+04,8.141347e+04,1.884715e-01,1.077931e-04
7.968511e-02,5.289347e+02,2.559264e-02,2.165455e+03,1.755483e+04,7.918061e+04,1.871291e-01,1.070263e-04
8.082222e-02,5.251624e+02,2.540950e-02,2.150005e+03,1.706557e+04,7.696544e+04,1.857867e-01,1.062594e-04
8.197556e-02,5.213901e+02,2.522636e-02,2.134555e+03,1.659194e+04,7.479993e+04,1.844493e-01,1.054925e-04
8.314535e-02,5.176577e+02,2.504978e-02,2.119269e+03,1.612053e+04,7.266288e+04,1.831649e-01,1.047531e-04
8.433184e-02,5.140483e+02,2.487441e-02,2.104487e+03,1.566332e+04,7.056592e+04,1.818804e-01,1.040188e-04
8.553526e-02,5.104388e+02,2.469903e-02,2.089704e+03,1.521088e+04,6.851145e+04,1.805960e-01,1.032845e-04
8.675585e-02,5.068293e+02,2.452366e-02,2.074922e+03,1.476960e+04,6.648360e+04,1.793115e-01,1.025502e-04
8.799385e-02,5.032198e+02,2.434829e-02,2.060139e+03,1.433665e+04,6.451510e+04,1.780293e-01,1.018159e-04
8.924953e-02,4.996387e+02,2.417882e-02,2.045473e+03,1.391110e+04,6.256636e+04,1.767943e-01,1.011063e-04
9.052312e-02,4.961682e+02,2.401008e-02,2.031260e+03,1.349797e+04,6.067622e+04,1.755593e-01,1.003998e-04
9.181489e-02,4.926977e+02,2.384134e-02,2.017046e+03,1.308969e+04,5.881816e+04,1.743242e-01,9.969331e-05
9.312509e-02,4.892271e+02,2.367261e-02,2.002833e+03,1.269473e+04,5.699575e+04,1.730892e-01,9.898680e-05
9.445399e-02,4.857566e+02,2.350387e-02,1.988620e+03,1.230675e+04,5.522924e+04,1.718542e-01,9.828030e-05
9.580185e-02,4.822861e+02,2.333513e-02,1.974407e+03,1.192654e+04,5.348922e+04,1.706192e-01,9.757380e-05
9.716894e-02,4.788383e+02,2.317298e-02,1.960287e+03,1.155875e+04,5.179847e+04,1.694360e-01,9.689651e-05
9.855555e-02,4.755138e+02,2.301121e-02,1.946672e+03,1.119696e+04,5.015099e+04,1.682529e-01,9.622091e-05
9.996194e-02,4.721893e+02,2.284944e-02,1.933057e+03,1.084499e+04,4.853322e+04,1.670698e-01,9.554530e-05
1.013884e-01,4.688648e+02,2.268767e-02,1.919442e+03,1.050319e+04,4.696759e+04,1.658867e-01,9.486970e-05
1.028352e-01,4.655403e+02,2.252590e-02,1.905827e+03,1.016793e+04,4.544139e+04,1.647037e-01,9.419410e-05
1.043027e-01,4.622158e+02,2.236413e-02,1.892212e+03,9.842392e+03,4.394683e+04,1.635206e-01,9.351849e-05
1.057911e-01,4.589013e+02,2.220838e-02,1.878639e+03,9.526580e+03,4.249876e+04,1.623819e-01,9.286941e-05
1.073007e-01,4.557131e+02,2.205318e-02,1.865582e+03,9.217574e+03,4.109309e+04,1.612474e-01,9.222277e-05
1.088319e-01,4.525249e+02,2.189798e-02,1.852525e+03,8.916585e+03,3.971986e+04,1.601128e-01,9.157614e-05
1.103849e-01,4.493367e+02,2.174278e-02,1.839468e+03,8.626234e+03,3.838137e+04,1.589782e-01,9.092950e-05
1.119601e-01,4.461485e+02,2.158758e-02,1.826412e+03,8.342734e+03,3.709326e+04,1.578437e-01,9.028286e-05
1.135578e-01,4.429603e+02,2.143366e-02,1.813355e+03,8.066265e+03,3.583743e+04,1.567185e-01,8.964156e-05
1.151783e-01,4.398213e+02,2.128548e-02,1.800500e+03,7.798610e+03,3.461445e+04,1.556353e-01,8.902408e-05
1.168219e-01,4.367775e+02,2.113731e-02,1.788034e+03,7.539520e+03,3.342492e+04,1.545520e-01,8.840661e-05
1.184889e-01,4.337336e+02,2.098913e-02,1.775569e+03,7.287253e+03,3.228090e+04,1.534688e-01,8.778913e-05
1.201798e-01,4.306897e+02,2.084096e-02,1.763104e+03,7.041875e+03,3.116855e+04,1.523856e-01,8.717166e-05
1.218947e-01,4.276459e+02,2.069278e-02,1.750638e+03,6.803583e+03,3.008793e+04,1.513024e-01,8.655419e-05
1.236342e-01,4.246020e+02,2.054461e-02,1.738173e+03,6.574083e+03,2.903903e+04,1.502192e-01,8.593671e-05
1.253984e-01,4.215581e+02,2.039643e-02,1.725708e+03,6.351104e+03,2.802176e+04,1.491360e-01,8.531924e-05
1.271879e-01,4.185143e+02,2.025313e-02,1.713242e+03,6.134628e+03,2.704232e+04,1.480884e-01,8.472202e-05
1.290029e-01,4.155898e+02,2.011086e-02,1.701266e+03,5.924613e+03,2.609311e+04,1.470483e-01,8.412907e-05
1.308437e-01,4.126672e+02,1.996859e-02,1.689298e+03,5.720994e+03,2.517331e+04,1.460082e-01,8.353611e-05
