Energy_eV,Gd_0.1pct_Sigma_total_cm-1,Gd_0.1pct_Sigma_dopant_cm-1,Gd_0.3pct_Sigma_total_cm-1,Gd_0.3pct_Sigma_dopant_cm-1,Gd_0.5pct_Sigma_total_cm-1,Gd_0.5pct_Sigma_dopant_cm-1,B_0.1pct_Sigma_total_cm-1,B_0.1pct_Sigma_dopant_cm-1,B_0.3pct_Sigma_total_cm-1,B_0.3pct_Sigma_dopant_cm-1,B_0.5pct_Sigma_total_cm-1,B_0.5pct_Sigma_dopant_cm-1,Li_0.1pct_Sigma_total_cm-1,Li_0.1pct_Sigma_dopant_cm-1,Li_0.3pct_Sigma_total_cm-1,Li_0.3pct_Sigma_dopant_cm-1,Li_0.5pct_Sigma_total_cm-1,Li_0.5pct_Sigma_dopant_cm-1
1.825939e-04,1.951758e+00,1.690741e+00,5.332718e+00,5.072224e+00,8.713678e+00,8.453707e+00,2.862776e+00,2.601760e+00,8.065775e+00,7.805281e+00,1.326877e+01,1.300880e+01,1.303176e+00,1.042160e+00,3.386973e+00,3.126479e+00,5.470770e+00,5.210799e+00
1.851995e-04,1.938157e+00,1.678984e+00,5.295606e+00,5.036951e+00,8.653054e+00,8.394919e+00,2.842907e+00,2.583734e+00,8.009856e+00,7.751201e+00,1.317680e+01,1.291867e+01,1.294112e+00,1.034939e+00,3.363472e+00,3.104817e+00,5.432831e+00,5.174695e+00
1.878423e-04,1.924615e+00,1.667271e+00,5.258641e+00,5.001812e+00,8.592667e+00,8.336354e+00,2.823051e+00,2.565707e+00,7.953950e+00,7.697121e+00,1.308485e+01,1.282853e+01,1.285062e+00,1.027718e+00,3.339983e+00,3.083155e+00,5.394904e+00,5.138591e+00
1.905229e-04,1.911085e+00,1.655558e+00,5.221689e+00,4.966673e+00,8.532293e+00,8.277789e+00,2.803208e+00,2.547681e+00,7.898058e+00,7.643043e+00,1.299291e+01,1.273840e+01,1.276024e+00,1.020497e+00,3.316508e+00,3.061492e+00,5.356991e+00,5.102487e+00
1.932416e-04,1.897569e+00,1.643845e+00,5.184751e+00,4.931536e+00,8.471934e+00,8.219227e+00,2.783377e+00,2.529654e+00,7.842178e+00,7.588963e+00,1.290098e+01,1.264827e+01,1.267000e+00,1.013277e+00,3.293045e+00,3.039830e+00,5.319090e+00,5.066383e+00
1.959992e-04,1.884166e+00,1.632234e+00,5.148130e+00,4.896703e+00,8.412095e+00,8.161171e+00,2.763560e+00,2.511628e+00,7.786312e+00,7.534884e+00,1.280906e+01,1.255814e+01,1.257988e+00,1.006056e+00,3.269595e+00,3.018167e+00,5.281202e+00,5.030279e+00
1.987961e-04,1.871042e+00,1.620889e+00,5.112318e+00,4.862666e+00,8.353594e+00,8.104443e+00,2.743755e+00,2.493601e+00,7.730457e+00,7.480804e+00,1.271716e+01,1.246801e+01,1.248988e+00,9.988349e-01,3.246157e+00,2.996505e+00,5.243326e+00,4.994175e+00
2.016329e-04,1.857930e+00,1.609543e+00,5.076519e+00,4.828628e+00,8.295107e+00,8.047714e+00,2.724088e+00,2.475700e+00,7.674991e+00,7.427101e+00,1.262589e+01,1.237850e+01,1.240053e+00,9.916650e-01,3.222885e+00,2.974995e+00,5.205718e+00,4.958325e+00
2.045102e-04,1.844832e+00,1.598198e+00,5.040733e+00,4.794593e+00,8.236635e+00,7.990989e+00,2.705026e+00,2.458392e+00,7.621316e+00,7.375175e+00,1.253761e+01,1.229196e+01,1.231366e+00,9.847319e-01,3.200336e+00,2.954196e+00,5.169306e+00,4.923660e+00
2.074286e-04,1.831745e+00,1.586852e+00,5.004958e+00,4.760556e+00,8.178172e+00,7.934260e+00,2.685976e+00,2.441083e+00,7.567653e+00,7.323250e+00,1.244933e+01,1.220542e+01,1.222692e+00,9.777988e-01,3.177799e+00,2.933396e+00,5.132906e+00,4.888994e+00
2.103886e-04,1.818988e+00,1.575824e+00,4.970150e+00,4.727473e+00,8.121312e+00,7.879122e+00,2.666939e+00,2.423775e+00,7.514002e+00,7.271325e+00,1.236107e+01,1.211888e+01,1.214030e+00,9.708657e-01,3.155274e+00,2.912597e+00,5.096519e+00,4.854328e+00
2.133909e-04,1.806261e+00,1.564814e+00,4.935406e+00,4.694442e+00,8.064550e+00,7.824069e+00,2.647967e+00,2.406520e+00,7.460523e+00,7.219559e+00,1.227308e+01,1.203260e+01,1.205401e+00,9.639533e-01,3.132824e+00,2.891860e+00,5.060247e+00,4.819767e+00
2.164360e-04,1.793547e+00,1.553804e+00,4.900675e+00,4.661412e+00,8.007803e+00,7.769020e+00,2.629630e+00,2.389887e+00,7.408924e+00,7.169661e+00,1.218822e+01,1.194943e+01,1.197034e+00,9.572909e-01,3.111136e+00,2.871873e+00,5.025238e+00,4.786455e+00
2.195245e-04,1.780844e+00,1.542793e+00,4.865954e+00,4.628380e+00,7.951065e+00,7.713967e+00,2.611305e+00,2.373255e+00,7.357338e+00,7.119764e+00,1.210337e+01,1.186627e+01,1.188680e+00,9.506295e-01,3.089462e+00,2.851888e+00,4.990245e+00,4.753147e+00
2.226571e-04,1.768420e+00,1.532051e+00,4.832048e+00,4.596152e+00,7.895676e+00,7.660253e+00,2.592993e+00,2.356623e+00,7.305765e+00,7.069868e+00,1.201854e+01,1.178311e+01,1.180337e+00,9.439671e-01,3.067798e+00,2.831901e+00,4.955259e+00,4.719835e+00
2.258345e-04,1.756049e+00,1.521348e+00,4.798274e+00,4.564043e+00,7.840500e+00,7.606738e+00,2.574691e+00,2.339990e+00,7.254201e+00,7.019970e+00,1.193371e+01,1.169995e+01,1.172006e+00,9.373048e-01,3.046146e+00,2.811914e+00,4.920285e+00,4.686524e+00
2.290571e-04,1.743689e+00,1.510645e+00,4.764512e+00,4.531935e+00,7.785336e+00,7.553224e+00,2.556402e+00,2.323358e+00,7.202652e+00,6.970074e+00,1.184890e+01,1.161679e+01,1.163687e+00,9.306426e-01,3.024505e+00,2.791928e+00,4.885324e+00,4.653213e+00
2.323258e-04,1.731347e+00,1.499948e+00,4.730780e+00,4.499844e+00,7.730213e+00,7.499740e+00,2.538124e+00,2.306725e+00,7.151112e+00,6.920176e+00,1.176410e+01,1.153363e+01,1.155379e+00,9.239804e-01,3.002877e+00,2.771941e+00,4.850374e+00,4.619902e+00
2.356411e-04,1.719422e+00,1.489656e+00,4.698274e+00,4.468969e+00,7.677126e+00,7.448281e+00,2.519859e+00,2.290093e+00,7.099585e+00,6.870280e+00,1.167931e+01,1.145047e+01,1.147084e+00,9.173181e-01,2.981260e+00,2.751954e+00,4.815436e+00,4.586591e+00
2.390037e-04,1.707507e+00,1.479364e+00,4.665778e+00,4.438091e+00,7.624049e+00,7.396819e+00,2.502364e+00,2.274220e+00,7.050348e+00,6.822661e+00,1.159833e+01,1.137110e+01,1.139104e+00,9.109602e-01,2.960568e+00,2.732881e+00,4.782031e+00,4.554801e+00
2.424143e-04,1.695604e+00,1.469071e+00,4.633293e+00,4.407214e+00,7.570982e+00,7.345356e+00,2.484957e+00,2.258424e+00,7.001351e+00,6.775271e+00,1.151774e+01,1.129212e+01,1.131166e+00,9.046328e-01,2.939978e+00,2.713898e+00,4.748790e+00,4.523164e+00
2.458735e-04,1.683713e+00,1.458779e+00,4.600822e+00,4.376338e+00,7.517931e+00,7.293897e+00,2.467561e+00,2.242627e+00,6.952365e+00,6.727882e+00,1.143717e+01,1.121314e+01,1.123239e+00,8.983055e-01,2.919400e+00,2.694916e+00,4.715560e+00,4.491527e+00
2.493821e-04,1.671833e+00,1.448487e+00,4.568360e+00,4.345461e+00,7.464887e+00,7.242435e+00,2.450177e+00,2.226831e+00,6.903391e+00,6.680492e+00,1.135661e+01,1.113415e+01,1.115324e+00,8.919781e-01,2.898833e+00,2.675934e+00,4.682342e+00,4.459891e+00
2.529408e-04,1.659964e+00,1.438195e+00,4.535909e+00,4.314584e+00,7.411854e+00,7.190973e+00,2.432804e+00,2.211035e+00,6.854430e+00,6.633105e+00,1.127606e+01,1.105517e+01,1.107420e+00,8.856507e-01,2.878277e+00,2.656952e+00,4.649135e+00,4.428253e+00
2.565503e-04,1.648106e+00,1.427903e+00,4.503471e+00,4.283708e+00,7.358836e+00,7.139514e+00,2.415442e+00,2.195238e+00,6.805478e+00,6.585715e+00,1.119551e+01,1.097619e+01,1.099527e+00,8.793233e-01,2.857733e+00,2.637970e+00,4.615939e+00,4.396617e+00
2.602113e-04,1.636691e+00,1.418042e+00,4.472338e+00,4.254126e+00,7.307984e+00,7.090211e+00,2.398091e+00,2.179442e+00,6.756537e+00,6.538326e+00,1.111498e+01,1.089721e+01,1.091645e+00,8.729960e-01,2.837199e+00,2.618988e+00,4.582753e+00,4.364980e+00
2.639245e-04,1.625343e+00,1.408238e+00,4.441385e+00,4.224714e+00,7.257427e+00,7.041191e+00,2.381102e+00,2.163997e+00,6.708661e+00,6.491990e+00,1.103622e+01,1.081998e+01,1.083915e+00,8.668094e-01,2.817099e+00,2.600428e+00,4.550283e+00,4.334047e+00
2.676907e-04,1.614007e+00,1.398434e+00,4.410443e+00,4.195302e+00,7.206880e+00,6.992170e+00,2.364455e+00,2.148882e+00,6.661788e+00,6.446647e+00,1.095912e+01,1.074441e+01,1.076328e+00,8.607550e-01,2.797406e+00,2.582265e+00,4.518485e+00,4.303775e+00
2.715107e-04,1.602681e+00,1.388631e+00,4.379514e+00,4.165892e+00,7.156347e+00,6.943153e+00,2.347819e+00,2.133768e+00,6.614926e+00,6.401304e+00,1.088203e+01,1.066884e+01,1.068752e+00,8.547007e-01,2.777724e+00,2.564102e+00,4.486697e+00,4.273503e+00
2.753851e-04,1.591366e+00,1.378827e+00,4.348594e+00,4.136480e+00,7.105821e+00,6.894133e+00,2.331193e+00,2.118653e+00,6.568073e+00,6.355959e+00,1.080495e+01,1.059326e+01,1.061186e+00,8.486463e-01,2.758053e+00,2.545939e+00,4.454920e+00,4.243232e+00
2.793149e-04,1.580062e+00,1.369023e+00,4.317686e+00,4.107069e+00,7.055310e+00,6.845115e+00,2.314578e+00,2.103539e+00,6.521232e+00,6.310616e+00,1.072789e+01,1.051769e+01,1.053631e+00,8.425920e-01,2.738393e+00,2.527776e+00,4.423154e+00,4.212960e+00
2.833007e-04,1.568942e+00,1.359392e+00,4.287307e+00,4.078177e+00,7.005672e+00,6.796961e+00,2.298250e+00,2.088700e+00,6.475230e+00,6.266100e+00,1.065221e+01,1.044350e+01,1.046198e+00,8.366484e-01,2.719075e+00,2.509945e+00,4.391952e+00,4.183242e+00
2.873434e-04,1.558084e+00,1.350014e+00,4.257696e+00,4.050042e+00,6.957307e+00,6.750070e+00,2.282237e+00,2.074167e+00,6.430155e+00,6.222501e+00,1.057807e+01,1.037084e+01,1.038897e+00,8.308271e-01,2.700135e+00,2.492481e+00,4.361372e+00,4.154135e+00
2.914438e-04,1.547237e+00,1.340636e+00,4.228095e+00,4.021908e+00,6.908953e+00,6.703179e+00,2.266236e+00,2.059635e+00,6.385092e+00,6.178904e+00,1.050395e+01,1.029817e+01,1.031607e+00,8.250058e-01,2.681205e+00,2.475017e+00,4.330803e+00,4.125029e+00
2.956027e-04,1.536400e+00,1.331258e+00,4.198505e+00,3.993773e+00,6.860609e+00,6.656288e+00,2.250244e+00,2.045102e+00,6.340037e+00,6.135305e+00,1.042983e+01,1.022551e+01,1.024327e+00,8.191844e-01,2.662285e+00,2.457553e+00,4.300244e+00,4.095922e+00
2.998210e-04,1.525574e+00,1.321879e+00,4.168925e+00,3.965638e+00,6.812276e+00,6.609397e+00,2.234263e+00,2.030569e+00,6.294993e+00,6.091706e+00,1.035572e+01,1.015284e+01,1.017058e+00,8.133632e-01,2.643376e+00,2.440090e+00,4.269695e+00,4.066816e+00
3.040994e-04,1.514758e+00,1.312501e+00,4.139355e+00,3.937504e+00,6.763953e+00,6.562506e+00,2.218292e+00,2.016036e+00,6.249959e+00,6.048107e+00,1.028162e+01,1.008018e+01,1.009798e+00,8.075419e-01,2.624477e+00,2.422626e+00,4.239156e+00,4.037710e+00
3.084389e-04,1.504130e+00,1.303301e+00,4.110329e+00,3.909902e+00,6.716529e+00,6.516504e+00,2.202592e+00,2.001764e+00,6.205718e+00,6.005291e+00,1.020884e+01,1.000882e+01,1.002654e+00,8.018251e-01,2.605902e+00,2.405475e+00,4.209150e+00,4.009126e+00
3.128404e-04,1.493709e+00,1.294298e+00,4.081905e+00,3.882894e+00,6.670102e+00,6.471489e+00,2.187253e+00,1.987842e+00,6.162538e+00,5.963526e+00,1.013782e+01,9.939210e+00,9.956596e-01,7.962487e-01,2.587758e+00,2.388746e+00,4.179856e+00,3.981243e+00
3.173046e-04,1.483298e+00,1.285294e+00,4.053490e+00,3.855883e+00,6.623682e+00,6.426472e+00,2.171924e+00,1.973920e+00,6.119368e+00,5.921761e+00,1.006681e+01,9.869602e+00,9.886754e-01,7.906722e-01,2.569623e+00,2.372016e+00,4.150571e+00,3.953361e+00
3.218326e-04,1.472896e+00,1.276291e+00,4.025084e+00,3.828873e+00,6.577272e+00,6.381454e+00,2.156604e+00,1.959999e+00,6.076208e+00,5.879996e+00,9.995811e+00,9.799993e+00,9.817012e-01,7.850958e-01,2.551499e+00,2.355287e+00,4.121297e+00,3.925479e+00
3.264251e-04,1.462505e+00,1.267288e+00,3.996691e+00,3.801864e+00,6.530876e+00,6.336440e+00,2.141294e+00,1.946077e+00,6.033057e+00,5.838231e+00,9.924820e+00,9.730384e+00,9.747368e-01,7.795193e-01,2.533384e+00,2.338558e+00,4.092032e+00,3.897596e+00
3.310832e-04,1.452125e+00,1.258286e+00,3.968309e+00,3.774858e+00,6.484493e+00,6.291429e+00,2.125995e+00,1.932155e+00,5.989917e+00,5.796466e+00,9.853839e+00,9.660776e+00,9.677821e-01,7.739428e-01,2.515280e+00,2.321828e+00,4.062777e+00,3.869714e+00
3.358078e-04,1.442087e+00,1.249616e+00,3.940934e+00,3.748848e+00,6.439781e+00,6.248080e+00,2.110902e+00,1.918431e+00,5.947378e+00,5.755292e+00,9.783854e+00,9.592154e+00,9.609162e-01,7.684453e-01,2.497422e+00,2.305336e+00,4.033927e+00,3.842227e+00
3.405998e-04,1.432058e+00,1.240946e+00,3.913569e+00,3.722839e+00,6.395079e+00,6.204732e+00,2.096192e+00,1.905080e+00,5.905968e+00,5.715239e+00,9.715745e+00,9.525398e+00,9.542095e-01,7.630974e-01,2.480022e+00,2.289292e+00,4.005834e+00,3.815487e+00
3.454601e-04,1.422040e+00,1.232277e+00,3.886215e+00,3.696832e+00,6.350389e+00,6.161386e+00,2.081491e+00,1.891728e+00,5.864568e+00,5.675185e+00,9.647645e+00,9.458642e+00,9.475126e-01,7.577496e-01,2.462632e+00,2.273249e+00,3.977751e+00,3.788748e+00
3.503899e-04,1.412031e+00,1.223607e+00,3.858868e+00,3.670822e+00,6.305706e+00,6.118037e+00,2.066801e+00,1.878378e+00,5.823179e+00,5.635133e+00,9.579557e+00,9.391888e+00,9.408251e-01,7.524017e-01,2.445251e+00,2.257205e+00,3.949678e+00,3.762009e+00
3.553899e-04,1.402031e+00,1.214938e+00,3.831533e+00,3.644815e+00,6.261035e+00,6.074691e+00,2.052120e+00,1.865026e+00,5.781798e+00,5.595079e+00,9.511476e+00,9.325132e+00,9.341471e-01,7.470539e-01,2.427880e+00,2.241162e+00,3.921614e+00,3.735269e+00
3.604614e-04,1.392318e+00,1.206546e+00,3.805038e+00,3.619637e+00,6.217757e+00,6.032729e+00,2.037448e+00,1.851675e+00,5.740426e+00,5.555026e+00,9.443405e+00,9.258376e+00,9.274783e-01,7.417060e-01,2.410518e+00,2.225118e+00,3.893558e+00,3.708530e+00
3.656052e-04,1.382637e+00,1.198176e+00,3.778620e+00,3.594529e+00,6.174603e+00,5.990881e+00,2.023155e+00,1.838694e+00,5.700175e+00,5.516083e+00,9.377194e+00,9.193472e+00,9.209673e-01,7.365064e-01,2.393611e+00,2.209519e+00,3.866254e+00,3.682532e+00
3.708224e-04,1.372965e+00,1.189806e+00,3.752210e+00,3.569418e+00,6.131455e+00,5.949030e+00,2.009107e+00,1.825948e+00,5.660637e+00,5.477845e+00,9.312166e+00,9.129741e+00,9.145593e-01,7.314006e-01,2.376994e+00,2.194202e+00,3.839428e+00,3.657003e+00
3.761140e-04,1.363302e+00,1.181436e+00,3.725811e+00,3.544309e+00,6.088320e+00,5.907182e+00,1.995067e+00,1.813201e+00,5.621106e+00,5.439604e+00,9.247144e+00,9.066007e+00,9.081605e-01,7.262948e-01,2.360386e+00,2.178884e+00,3.812612e+00,3.631474e+00
3.814812e-04,1.353699e+00,1.173117e+00,3.699573e+00,3.519352e+00,6.045446e+00,5.865587e+00,1.981036e+00,1.800455e+00,5.581584e+00,5.401364e+00,9.182132e+00,9.002273e+00,9.017708e-01,7.211890e-01,2.343787e+00,2.163567e+00,3.785804e+00,3.605945e+00
3.869249e-04,1.344325e+00,1.165018e+00,3.674003e+00,3.495055e+00,6.003681e+00,5.825092e+00,1.967015e+00,1.787708e+00,5.542073e+00,5.363125e+00,9.117131e+00,8.938542e+00,8.953902e-01,7.160832e-01,2.327198e+00,2.148250e+00,3.759005e+00,3.580416e+00
3.924463e-04,1.334961e+00,1.156920e+00,3.648443e+00,3.470759e+00,5.961926e+00,5.784598e+00,1.953003e+00,1.774962e+00,5.502569e+00,5.324885e+00,9.052136e+00,8.874808e+00,8.890187e-01,7.109775e-01,2.310617e+00,2.132933e+00,3.732216e+00,3.554888e+00
3.980466e-04,1.325605e+00,1.148821e+00,3.622892e+00,3.446462e+00,5.920179e+00,5.744103e+00,1.939000e+00,1.762215e+00,5.463076e+00,5.286646e+00,8.987153e+00,8.811077e+00,8.826560e-01,7.058717e-01,2.294046e+00,2.117615e+00,3.705435e+00,3.529359e+00
4.037267e-04,1.316258e+00,1.140722e+00,3.597350e+00,3.422165e+00,5.878441e+00,5.703608e+00,1.925134e+00,1.749598e+00,5.423979e+00,5.248794e+00,8.922823e+00,8.747990e+00,8.763541e-01,7.008179e-01,2.277639e+00,2.102454e+00,3.678923e+00,3.504090e+00
4.094879e-04,1.307105e+00,1.132808e+00,3.572371e+00,3.398423e+00,5.837638e+00,5.664039e+00,1.911657e+00,1.737360e+00,5.386027e+00,5.212079e+00,8.860397e+00,8.686798e+00,8.702125e-01,6.959155e-01,2.261695e+00,2.087746e+00,3.653177e+00,3.479577e+00
4.153313e-04,1.298022e+00,1.124956e+00,3.547587e+00,3.374867e+00,5.797151e+00,5.624778e+00,1.898187e+00,1.725121e+00,5.348082e+00,5.175362e+00,8.797976e+00,8.625603e+00,8.640796e-01,6.910131e-01,2.245759e+00,2.073039e+00,3.627439e+00,3.455065e+00
4.212581e-04,1.288948e+00,1.117103e+00,3.522811e+00,3.351310e+00,5.756673e+00,5.585517e+00,1.884726e+00,1.712882e+00,5.310145e+00,5.138645e+00,8.735564e+00,8.564408e+00,8.579555e-01,6.861108e-01,2.229833e+00,2.058332e+00,3.601710e+00,3.430554e+00
4.272694e-04,1.279883e+00,1.109251e+00,3.498043e+00,3.327753e+00,5.716204e+00,5.546255e+00,1.871350e+00,1.700718e+00,5.272445e+00,5.102155e+00,8.673541e+00,8.503592e+00,8.518703e-01,6.812387e-01,2.214006e+00,2.043716e+00,3.576142e+00,3.406194e+00
4.333666e-04,1.270955e+00,1.101528e+00,3.473672e+00,3.304585e+00,5.676390e+00,5.507641e+00,1.858385e+00,1.688958e+00,5.235962e+00,5.066874e+00,8.613538e+00,8.444790e+00,8.459548e-01,6.765278e-01,2.198671e+00,2.029583e+00,3.551387e+00,3.382639e+00
4.395507e-04,1.262132e+00,1.093901e+00,3.449598e+00,3.281704e+00,5.637064e+00,5.469506e+00,1.845428e+00,1.677197e+00,5.199485e+00,5.031590e+00,8.553541e+00,8.385984e+00,8.400478e-01,6.718168e-01,2.183345e+00,2.015450e+00,3.526642e+00,3.359084e+00
4.458231e-04,1.253318e+00,1.086274e+00,3.425532e+00,3.258823e+00,5.597746e+00,5.431372e+00,1.832479e+00,1.665436e+00,5.163016e+00,4.996307e+00,8.493553e+00,8.327179e+00,8.341492e-01,6.671059e-01,2.168027e+00,2.001318e+00,3.501904e+00,3.335529e+00
4.521850e-04,1.244512e+00,1.078648e+00,3.401476e+00,3.235944e+00,5.558440e+00,5.393240e+00,1.819539e+00,1.653675e+00,5.126558e+00,4.961026e+00,8.433576e+00,8.268376e+00,8.282591e-01,6.623950e-01,2.152717e+00,1.987185e+00,3.477175e+00,3.311975e+00
4.586377e-04,1.235905e+00,1.071211e+00,3.377998e+00,3.213634e+00,5.520091e+00,5.356057e+00,1.806607e+00,1.641914e+00,5.090106e+00,4.925742e+00,8.373604e+00,8.209570e+00,8.223771e-01,6.576839e-01,2.137415e+00,1.973052e+00,3.452453e+00,3.288420e+00
4.651825e-04,1.227416e+00,1.063886e+00,3.354860e+00,3.191657e+00,5.482303e+00,5.319428e+00,1.793684e+00,1.630154e+00,5.053664e+00,4.890461e+00,8.313644e+00,8.150768e+00,8.165035e-01,6.529730e-01,2.122122e+00,1.958919e+00,3.427741e+00,3.264865e+00
4.718207e-04,1.218936e+00,1.056560e+00,3.331732e+00,3.169681e+00,5.444527e+00,5.282801e+00,1.780769e+00,1.618392e+00,5.017228e+00,4.855177e+00,8.253688e+00,8.091962e+00,8.106381e-01,6.482621e-01,2.106837e+00,1.944786e+00,3.403036e+00,3.241310e+00
4.785536e-04,1.210464e+00,1.049234e+00,3.308610e+00,3.147703e+00,5.406756e+00,5.246172e+00,1.768447e+00,1.607217e+00,4.982557e+00,4.821650e+00,8.196668e+00,8.036084e+00,8.050153e-01,6.437855e-01,2.092264e+00,1.931357e+00,3.379512e+00,3.218928e+00
4.853825e-04,1.202001e+00,1.041909e+00,3.285498e+00,3.125727e+00,5.368996e+00,5.209545e+00,1.756138e+00,1.596047e+00,4.947912e+00,4.788141e+00,8.139685e+00,7.980234e+00,7.994029e-01,6.393114e-01,2.077705e+00,1.917934e+00,3.356007e+00,3.196557e+00
4.923090e-04,1.193544e+00,1.034583e+00,3.262392e+00,3.103749e+00,5.331240e+00,5.172915e+00,1.743838e+00,1.584877e+00,4.913274e+00,4.754631e+00,8.082710e+00,7.924385e+00,7.937986e-01,6.348373e-01,2.063155e+00,1.904512e+00,3.332511e+00,3.174186e+00
4.993342e-04,1.185097e+00,1.027258e+00,3.239297e+00,3.081773e+00,5.293496e+00,5.136289e+00,1.731546e+00,1.573707e+00,4.878644e+00,4.721121e+00,8.025743e+00,7.868535e+00,7.882023e-01,6.303631e-01,2.048613e+00,1.891089e+00,3.309023e+00,3.151816e+00
5.064597e-04,1.176782e+00,1.020057e+00,3.216584e+00,3.060172e+00,5.256385e+00,5.100287e+00,1.719262e+00,1.562537e+00,4.844023e+00,4.687611e+00,7.968783e+00,7.812686e+00,7.826138e-01,6.258889e-01,2.034078e+00,1.877667e+00,3.285542e+00,3.129445e+00
5.136869e-04,1.168708e+00,1.013089e+00,3.194574e+00,3.039267e+00,5.220441e+00,5.065445e+00,1.706986e+00,1.551368e+00,4.809410e+00,4.654103e+00,7.911835e+00,7.756839e+00,7.770334e-01,6.214149e-01,2.019552e+00,1.864245e+00,3.262070e+00,3.107074e+00
5.210173e-04,1.160640e+00,1.006121e+00,3.172572e+00,3.018362e+00,5.184504e+00,5.030603e+00,1.694718e+00,1.540198e+00,4.774804e+00,4.620594e+00,7.854891e+00,7.700990e+00,7.714606e-01,6.169407e-01,2.005033e+00,1.850822e+00,3.238605e+00,3.084703e+00
5.284522e-04,1.152581e+00,9.991521e-01,3.150578e+00,2.997456e+00,5.148575e+00,4.995761e+00,1.682745e+00,1.529316e+00,4.741069e+00,4.587947e+00,7.799392e+00,7.646578e+00,7.660108e-01,6.125818e-01,1.990867e+00,1.837745e+00,3.215724e+00,3.062909e+00
5.359932e-04,1.144530e+00,9.921837e-01,3.128592e+00,2.976551e+00,5.112654e+00,4.960918e+00,1.670974e+00,1.518628e+00,4.707925e+00,4.555884e+00,7.744877e+00,7.593141e+00,7.606466e-01,6.083007e-01,1.976943e+00,1.824902e+00,3.193239e+00,3.041504e+00
5.436419e-04,1.136486e+00,9.852152e-01,3.106613e+00,2.955646e+00,5.076741e+00,4.926076e+00,1.659211e+00,1.507940e+00,4.674788e+00,4.523820e+00,7.690366e+00,7.539701e+00,7.552900e-01,6.040196e-01,1.963026e+00,1.812059e+00,3.170763e+00,3.020098e+00
5.513996e-04,1.128449e+00,9.782468e-01,3.084642e+00,2.934740e+00,5.040835e+00,4.891234e+00,1.647455e+00,1.497253e+00,4.641660e+00,4.491758e+00,7.635865e+00,7.486264e+00,7.499411e-01,5.997385e-01,1.949117e+00,1.799216e+00,3.148294e+00,2.998693e+00
5.592681e-04,1.120654e+00,9.715117e-01,3.063379e+00,2.914535e+00,5.006104e+00,4.857559e+00,1.635707e+00,1.486565e+00,4.608538e+00,4.459694e+00,7.581369e+00,7.432824e+00,7.445996e-01,5.954575e-01,1.935216e+00,1.786372e+00,3.125832e+00,2.977287e+00
5.672489e-04,1.112943e+00,9.648539e-01,3.042354e+00,2.894562e+00,4.971766e+00,4.824269e+00,1.624196e+00,1.476106e+00,4.576111e+00,4.428319e+00,7.528027e+00,7.380531e+00,7.393573e-01,5.912681e-01,1.921597e+00,1.773804e+00,3.103837e+00,2.956340e+00
5.753436e-04,1.105239e+00,9.581955e-01,3.021336e+00,2.874586e+00,4.937432e+00,4.790977e+00,1.612873e+00,1.465829e+00,4.544238e+00,4.397488e+00,7.475602e+00,7.329147e+00,7.341956e-01,5.871518e-01,1.908205e+00,1.761455e+00,3.082214e+00,2.935759e+00
5.835537e-04,1.097543e+00,9.515376e-01,3.000326e+00,2.854613e+00,4.903109e+00,4.757688e+00,1.601559e+00,1.455553e+00,4.512373e+00,4.366660e+00,7.423187e+00,7.277766e+00,7.290413e-01,5.830355e-01,1.894820e+00,1.749106e+00,3.060599e+00,2.915177e+00
5.918811e-04,1.089855e+00,9.448798e-01,2.979324e+00,2.834639e+00,4.868794e+00,4.724399e+00,1.590252e+00,1.445277e+00,4.480516e+00,4.335831e+00,7.370779e+00,7.226385e+00,7.238942e-01,5.789192e-01,1.881442e+00,1.736758e+00,3.038990e+00,2.894596e+00
6.003272e-04,1.082174e+00,9.382220e-01,2.958329e+00,2.814666e+00,4.834485e+00,4.691110e+00,1.578952e+00,1.435000e+00,4.448664e+00,4.305001e+00,7.318376e+00,7.175001e+00,7.187545e-01,5.748029e-01,1.868072e+00,1.724409e+00,3.017390e+00,2.874014e+00
6.088939e-04,1.074695e+00,9.317597e-01,2.937928e+00,2.795279e+00,4.801162e+00,4.658799e+00,1.567659e+00,1.424724e+00,4.416821e+00,4.274172e+00,7.265983e+00,7.123620e+00,7.136219e-01,5.706865e-01,1.854709e+00,1.712060e+00,2.995796e+00,2.853433e+00
6.175828e-04,1.067301e+00,9.253747e-01,2.917766e+00,2.776124e+00,4.768231e+00,4.626873e+00,1.556594e+00,1.414667e+00,4.385644e+00,4.244002e+00,7.214695e+00,7.073337e+00,7.085844e-01,5.666581e-01,1.841617e+00,1.699974e+00,2.974649e+00,2.833291e+00
6.263958e-04,1.059914e+00,9.189897e-01,2.897611e+00,2.756969e+00,4.735309e+00,4.594948e+00,1.545747e+00,1.404823e+00,4.355111e+00,4.214469e+00,7.164475e+00,7.024115e+00,7.036394e-01,5.627150e-01,1.828787e+00,1.688145e+00,2.953935e+00,2.813575e+00
6.353344e-04,1.052534e+00,9.126047e-01,2.877463e+00,2.737814e+00,4.702393e+00,4.563024e+00,1.534909e+00,1.394979e+00,4.324587e+00,4.184938e+00,7.114266e+00,6.974897e+00,6.987013e-01,5.587718e-01,1.815965e+00,1.676315e+00,2.933228e+00,2.793859e+00
