Energy_eV,Gd_0.1pct_Sigma_total_cm-1,Gd_0.1pct_Sigma_dopant_cm-1,Gd_0.3pct_Sigma_total_cm-1,Gd_0.3pct_Sigma_dopant_cm-1,Gd_0.5pct_Sigma_total_cm-1,Gd_0.5pct_Sigma_dopant_cm-1,B_0.1pct_Sigma_total_cm-1,B_0.1pct_Sigma_dopant_cm-1,B_0.3pct_Sigma_total_cm-1,B_0.3pct_Sigma_dopant_cm-1,B_0.5pct_Sigma_total_cm-1,B_0.5pct_Sigma_dopant_cm-1,Li_0.1pct_Sigma_total_cm-1,Li_0.1pct_Sigma_dopant_cm-1,Li_0.3pct_Sigma_total_cm-1,Li_0.3pct_Sigma_dopant_cm-1,Li_0.5pct_Sigma_total_cm-1,Li_0.5pct_Sigma_dopant_cm-1
3.018090e+01,1.450185e-03,8.081711e-04,3.065242e-03,2.424513e-03,4.680298e-03,4.040855e-03,7.020583e-03,6.378569e-03,1.977644e-02,1.913571e-02,3.253229e-02,3.189284e-02,3.202849e-03,2.560835e-03,8.323234e-03,7.682506e-03,1.344362e-02,1.280418e-02
3.061158e+01,6.729171e-04,3.543559e-05,7.425120e-04,1.063068e-04,8.121070e-04,1.771780e-04,6.971476e-03,6.333994e-03,1.963819e-02,1.900198e-02,3.230490e-02,3.166997e-02,3.180164e-03,2.542683e-03,8.264253e-03,7.628048e-03,1.334834e-02,1.271341e-02
3.104841e+01,6.475605e-04,1.457938e-05,6.754521e-04,4.373815e-05,7.033436e-04,7.289691e-05,6.920606e-03,6.287625e-03,1.949459e-02,1.886287e-02,3.206857e-02,3.143812e-02,3.157512e-03,2.524531e-03,8.205307e-03,7.573593e-03,1.325310e-02,1.262266e-02
3.149147e+01,6.542959e-04,2.578333e-05,7.046043e-04,7.735000e-05,7.549127e-04,1.289167e-04,6.869302e-03,6.240790e-03,1.934962e-02,1.872237e-02,3.182994e-02,3.120395e-02,3.134892e-03,2.506380e-03,8.146393e-03,7.519139e-03,1.315789e-02,1.253190e-02
3.194085e+01,6.531014e-04,2.902578e-05,7.099036e-04,8.707733e-05,7.667057e-04,1.451289e-04,6.820641e-03,6.196566e-03,1.921252e-02,1.858970e-02,3.160440e-02,3.098283e-02,3.112774e-03,2.488699e-03,8.088922e-03,7.466096e-03,1.306507e-02,1.244349e-02
3.239665e+01,6.292937e-04,9.623765e-06,6.473006e-04,2.887129e-05,6.653076e-04,4.811882e-05,6.773857e-03,6.154187e-03,1.908099e-02,1.846256e-02,3.138813e-02,3.077094e-02,3.091021e-03,2.471351e-03,8.032482e-03,7.414052e-03,1.297394e-02,1.235675e-02
3.285895e+01,6.392767e-04,2.398133e-05,6.860075e-04,7.194400e-05,7.327384e-04,1.199067e-04,6.727110e-03,6.111815e-03,1.894951e-02,1.833544e-02,3.117191e-02,3.055907e-02,3.069298e-03,2.454003e-03,7.976072e-03,7.362009e-03,1.288285e-02,1.227001e-02
3.332785e+01,6.762050e-04,6.525339e-05,8.054887e-04,1.957602e-04,9.347723e-04,3.262670e-04,6.679750e-03,6.068799e-03,1.881612e-02,1.820640e-02,3.095250e-02,3.034399e-02,3.047607e-03,2.436655e-03,7.919694e-03,7.309965e-03,1.279178e-02,1.218328e-02
3.380344e+01,6.254505e-04,1.881191e-05,6.618598e-04,5.643573e-05,6.982691e-04,9.405954e-05,6.631150e-03,6.024511e-03,1.867896e-02,1.807353e-02,3.072676e-02,3.012256e-02,3.025947e-03,2.419308e-03,7.863348e-03,7.257924e-03,1.270075e-02,1.209654e-02
3.428582e+01,6.198395e-04,1.748358e-05,6.536008e-04,5.245073e-05,6.873620e-04,8.741789e-05,6.582401e-03,5.980045e-03,1.854129e-02,1.794014e-02,3.050017e-02,2.990023e-02,3.004316e-03,2.401960e-03,7.807031e-03,7.205881e-03,1.260975e-02,1.200980e-02
3.477508e+01,9.974327e-04,3.993292e-04,1.794894e-03,1.197987e-03,2.592355e-03,1.996646e-03,6.535765e-03,5.937661e-03,1.840989e-02,1.781298e-02,3.028402e-02,2.968831e-02,2.983107e-03,2.385004e-03,7.751918e-03,7.155011e-03,1.252073e-02,1.192502e-02
3.527132e+01,6.448282e-04,5.094698e-05,7.455332e-04,1.528409e-04,8.462382e-04,2.547349e-04,6.490953e-03,5.897072e-03,1.828391e-02,1.769122e-02,3.007686e-02,2.948536e-02,2.962265e-03,2.368384e-03,7.697845e-03,7.105152e-03,1.243342e-02,1.184192e-02
3.577464e+01,6.123031e-04,2.261438e-05,6.563513e-04,6.784313e-05,7.003995e-04,1.130719e-04,6.446165e-03,5.856476e-03,1.815794e-02,1.756943e-02,2.986971e-02,2.928238e-02,2.941453e-03,2.351764e-03,7.643801e-03,7.055293e-03,1.234615e-02,1.175882e-02
3.628514e+01,5.941528e-04,8.626965e-06,6.102345e-04,2.588089e-05,6.263162e-04,4.313482e-05,6.400820e-03,5.815295e-03,1.803024e-02,1.744588e-02,2.965965e-02,2.907647e-02,2.920671e-03,2.335145e-03,7.589788e-03,7.005434e-03,1.225891e-02,1.167572e-02
3.680293e+01,6.082108e-04,2.681854e-05,6.606840e-04,8.045563e-05,7.131571e-04,1.340927e-04,6.354194e-03,5.772801e-03,1.789863e-02,1.731840e-02,2.944307e-02,2.886401e-02,2.899918e-03,2.318526e-03,7.535806e-03,6.955578e-03,1.217169e-02,1.159263e-02
3.732811e+01,6.184768e-04,4.118889e-05,6.996989e-04,1.235667e-04,7.809209e-04,2.059445e-04,6.307590e-03,5.730302e-03,1.776704e-02,1.719091e-02,2.922649e-02,2.865151e-02,2.879194e-03,2.301906e-03,7.481851e-03,6.905719e-03,1.208451e-02,1.150953e-02
3.786079e+01,5.794266e-04,6.214136e-06,5.907073e-04,1.864241e-05,6.019880e-04,3.107068e-05,6.262790e-03,5.689578e-03,1.764080e-02,1.706873e-02,2.901881e-02,2.844789e-02,2.858842e-03,2.285629e-03,7.428952e-03,6.856887e-03,1.199906e-02,1.142815e-02
3.840106e+01,5.742514e-04,5.085566e-06,5.832831e-04,1.525670e-05,5.923148e-04,2.542783e-05,6.219879e-03,5.650713e-03,1.752017e-02,1.695214e-02,2.882045e-02,2.825357e-02,2.838877e-03,2.269711e-03,7.377160e-03,6.809134e-03,1.191544e-02,1.134856e-02
3.894904e+01,6.549229e-04,8.977508e-05,8.333417e-04,2.693252e-04,1.011760e-03,4.488754e-04,6.176997e-03,5.611849e-03,1.739956e-02,1.683555e-02,2.862213e-02,2.805924e-02,2.818942e-03,2.253794e-03,7.325399e-03,6.761383e-03,1.183186e-02,1.126897e-02
3.950485e+01,5.675637e-04,6.405537e-06,5.792513e-04,1.921661e-05,5.909389e-04,3.202768e-05,6.133570e-03,5.572412e-03,1.727727e-02,1.671724e-02,2.842097e-02,2.786206e-02,2.799035e-03,2.237876e-03,7.273664e-03,6.713629e-03,1.174829e-02,1.118938e-02
4.006858e+01,5.997867e-04,4.259008e-05,6.838514e-04,1.277702e-04,7.679160e-04,2.129504e-04,6.089412e-03,5.532216e-03,1.715273e-02,1.659665e-02,2.821604e-02,2.766108e-02,2.779155e-03,2.221959e-03,7.221957e-03,6.665876e-03,1.166476e-02,1.110979e-02
4.064036e+01,5.582511e-04,4.988061e-06,5.671196e-04,1.496418e-05,5.759881e-04,2.494031e-05,6.044647e-03,5.491384e-03,1.702631e-02,1.647415e-02,2.800797e-02,2.745692e-02,2.759304e-03,2.206041e-03,7.170277e-03,6.618122e-03,1.158125e-02,1.103020e-02
4.122030e+01,5.528374e-04,3.480120e-06,5.586978e-04,1.044036e-05,5.645583e-04,1.740060e-05,6.001031e-03,5.451673e-03,1.690328e-02,1.635502e-02,2.780553e-02,2.725837e-02,2.739717e-03,2.190360e-03,7.119336e-03,6.571079e-03,1.149896e-02,1.095180e-02
4.180852e+01,5.496434e-04,4.164363e-06,5.568801e-04,1.249309e-05,5.641168e-04,2.082182e-05,5.959739e-03,5.414259e-03,1.678717e-02,1.624278e-02,2.761459e-02,2.707130e-02,2.720556e-03,2.175077e-03,7.069617e-03,6.525230e-03,1.141868e-02,1.087538e-02
4.240513e+01,5.480885e-04,6.460279e-06,5.599247e-04,1.938084e-05,5.717609e-04,3.230139e-05,5.918473e-03,5.376845e-03,1.667108e-02,1.613053e-02,2.742368e-02,2.688422e-02,2.701422e-03,2.159793e-03,7.019924e-03,6.479380e-03,1.133843e-02,1.079897e-02
4.301025e+01,5.529612e-04,1.515664e-05,5.821978e-04,4.546991e-05,6.114344e-04,7.578319e-05,5.876266e-03,5.338462e-03,1.655211e-02,1.601539e-02,2.722796e-02,2.669231e-02,2.682315e-03,2.144510e-03,6.970259e-03,6.433531e-03,1.125820e-02,1.072255e-02
4.362401e+01,6.185606e-04,8.455270e-05,7.865969e-04,2.536581e-04,9.546332e-04,4.227635e-04,5.833590e-03,5.299583e-03,1.643169e-02,1.589875e-02,2.702978e-02,2.649791e-02,2.663235e-03,2.129227e-03,6.920621e-03,6.387682e-03,1.117801e-02,1.064614e-02
4.424652e+01,2.047831e-03,1.517593e-03,5.081956e-03,4.552780e-03,8.116082e-03,7.587967e-03,5.791006e-03,5.260768e-03,1.631148e-02,1.578230e-02,2.683196e-02,2.630384e-02,2.644197e-03,2.113959e-03,6.871052e-03,6.341876e-03,1.109791e-02,1.056979e-02
4.487792e+01,5.497280e-04,2.323321e-05,5.951404e-04,6.969963e-05,6.405528e-04,1.161661e-04,5.751291e-03,5.224797e-03,1.619983e-02,1.567439e-02,2.664837e-02,2.612398e-02,2.625810e-03,2.099315e-03,6.823386e-03,6.297945e-03,1.102096e-02,1.049658e-02
4.551833e+01,5.363568e-04,1.357885e-05,5.624679e-04,4.073654e-05,5.885790e-04,6.789424e-05,5.711603e-03,5.188825e-03,1.608821e-02,1.556648e-02,2.646481e-02,2.594413e-02,2.607450e-03,2.084672e-03,6.775749e-03,6.254017e-03,1.094405e-02,1.042336e-02
4.616788e+01,7.104951e-04,1.914077e-04,1.092271e-03,5.742232e-04,1.474048e-03,9.570386e-04,5.671941e-03,5.152854e-03,1.597661e-02,1.545856e-02,2.628128e-02,2.576427e-02,2.589116e-03,2.070029e-03,6.728135e-03,6.210087e-03,1.086715e-02,1.035014e-02
4.682669e+01,7.885537e-04,2.731308e-04,1.333783e-03,8.193923e-04,1.879013e-03,1.365654e-03,5.632306e-03,5.116883e-03,1.586504e-02,1.535065e-02,2.609777e-02,2.558441e-02,2.570809e-03,2.055386e-03,6.680550e-03,6.166159e-03,1.079029e-02,1.027693e-02
4.749491e+01,5.342199e-04,2.243567e-05,5.780667e-04,6.730702e-05,6.219134e-04,1.121784e-04,5.591948e-03,5.080163e-03,1.575125e-02,1.524049e-02,2.591055e-02,2.540082e-02,2.552528e-03,2.040744e-03,6.632991e-03,6.122232e-03,1.071345e-02,1.020372e-02
4.817267e+01,5.418096e-04,3.363830e-05,6.080688e-04,1.009149e-04,6.743281e-04,1.681915e-04,5.550581e-03,5.042410e-03,1.563438e-02,1.512723e-02,2.571819e-02,2.521205e-02,2.534272e-03,2.026100e-03,6.585455e-03,6.078301e-03,1.063664e-02,1.013050e-02
4.886009e+01,2.101950e-03,1.597367e-03,5.295673e-03,4.792100e-03,8.489396e-03,7.986833e-03,5.510315e-03,5.005731e-03,1.552077e-02,1.501719e-02,2.553122e-02,2.502866e-02,2.516226e-03,2.011642e-03,6.538499e-03,6.034925e-03,1.056077e-02,1.005821e-02
4.955733e+01,5.246191e-04,2.359742e-05,5.708109e-04,7.079225e-05,6.170027e-04,1.179871e-04,5.472674e-03,4.971653e-03,1.541498e-02,1.491496e-02,2.535728e-02,2.485826e-02,2.498649e-03,1.997627e-03,6.492901e-03,5.992882e-03,1.048715e-02,9.988137e-03
5.026451e+01,5.110256e-04,1.354087e-05,5.371114e-04,4.062262e-05,5.631971e-04,6.770437e-05,5.434745e-03,4.937261e-03,1.530827e-02,1.481178e-02,2.518180e-02,2.468630e-02,2.481098e-03,1.983613e-03,6.447328e-03,5.950839e-03,1.041356e-02,9.918065e-03
5.098179e+01,5.367498e-04,4.277716e-05,6.213152e-04,1.283315e-04,7.058806e-04,2.138858e-04,5.395868e-03,4.901895e-03,1.519867e-02,1.470569e-02,2.500147e-02,2.450948e-02,2.463571e-03,1.969599e-03,6.401780e-03,5.908796e-03,1.033999e-02,9.847994e-03
5.170930e+01,5.920010e-04,1.015155e-04,7.940500e-04,3.045465e-04,9.960991e-04,5.075775e-04,5.357014e-03,4.866529e-03,1.508909e-02,1.459959e-02,2.482117e-02,2.433265e-02,2.446070e-03,1.955584e-03,6.356257e-03,5.866753e-03,1.026644e-02,9.777922e-03
5.244719e+01,5.811805e-04,9.415765e-05,7.685208e-04,2.824729e-04,9.558611e-04,4.707882e-04,5.318129e-03,4.831106e-03,1.497937e-02,1.449332e-02,2.464060e-02,2.415553e-02,2.428593e-03,1.941570e-03,6.310758e-03,5.824710e-03,1.019292e-02,9.707850e-03
5.319561e+01,5.318093e-04,4.822460e-05,6.272904e-04,1.446738e-04,7.227714e-04,2.411230e-04,5.280660e-03,4.797075e-03,1.487384e-02,1.439123e-02,2.446702e-02,2.398538e-02,2.411522e-03,1.927938e-03,6.266430e-03,5.783813e-03,1.012134e-02,9.639689e-03
5.395472e+01,6.060721e-04,1.259013e-04,8.569134e-04,3.777039e-04,1.107755e-03,6.295064e-04,5.244371e-03,4.764200e-03,1.477181e-02,1.429260e-02,2.429925e-02,2.382100e-02,2.394673e-03,1.914503e-03,6.222717e-03,5.743508e-03,1.005076e-02,9.572513e-03
5.472465e+01,4.885568e-04,1.177573e-05,5.111537e-04,3.532719e-05,5.337506e-04,5.887865e-05,5.208107e-03,4.731326e-03,1.466980e-02,1.419398e-02,2.413150e-02,2.365663e-02,2.377848e-03,1.901067e-03,6.179026e-03,5.703200e-03,9.980205e-03,9.505333e-03
5.550557e+01,4.805217e-04,7.106496e-06,4.937869e-04,2.131949e-05,5.070521e-04,3.553248e-05,5.171784e-03,4.698369e-03,1.456757e-02,1.409511e-02,2.396336e-02,2.349185e-02,2.361047e-03,1.887631e-03,6.135361e-03,5.662894e-03,9.909676e-03,9.438157e-03
5.629764e+01,7.420519e-04,2.719789e-04,1.285069e-03,8.159366e-04,1.828085e-03,1.359894e-03,5.134459e-03,4.664385e-03,1.446229e-02,1.399316e-02,2.379012e-02,2.332193e-02,2.344269e-03,1.874196e-03,6.091721e-03,5.622589e-03,9.839172e-03,9.370981e-03
5.710101e+01,4.780563e-04,1.130171e-05,4.997253e-04,3.390514e-05,5.213942e-04,5.650857e-05,5.096518e-03,4.629764e-03,1.435511e-02,1.388929e-02,2.361370e-02,2.314882e-02,2.327516e-03,1.860761e-03,6.048103e-03,5.582283e-03,9.768691e-03,9.303805e-03
5.791584e+01,5.208677e-04,5.740820e-05,6.347563e-04,1.722246e-04,7.486448e-04,2.870410e-04,5.059818e-03,4.596358e-03,1.425161e-02,1.378908e-02,2.344340e-02,2.298179e-02,2.311019e-03,1.847560e-03,6.005211e-03,5.542679e-03,9.699403e-03,9.237799e-03
5.874230e+01,5.548475e-04,9.465982e-05,7.432458e-04,2.839794e-04,9.316442e-04,4.732991e-04,5.025070e-03,4.564883e-03,1.415391e-02,1.369465e-02,2.328276e-02,2.282441e-02,2.294917e-03,1.834729e-03,5.963454e-03,5.504188e-03,9.631992e-03,9.173647e-03
5.958056e+01,6.985379e-04,2.415990e-04,1.180821e-03,7.247970e-04,1.663104e-03,1.207995e-03,4.990346e-03,4.533407e-03,1.405625e-02,1.360022e-02,2.312215e-02,2.266704e-02,2.278838e-03,1.821899e-03,5.921721e-03,5.465696e-03,9.564603e-03,9.109494e-03
6.043077e+01,4.617102e-04,7.997022e-06,4.767959e-04,2.399107e-05,4.918816e-04,3.998511e-05,4.955645e-03,4.501932e-03,1.395860e-02,1.350580e-02,2.296156e-02,2.250966e-02,2.262781e-03,1.809068e-03,5.880010e-03,5.427205e-03,9.497238e-03,9.045341e-03
6.129312e+01,4.552530e-04,4.742816e-06,4.638367e-04,1.422845e-05,4.724204e-04,2.371408e-05,4.920967e-03,4.470456e-03,1.386098e-02,1.341137e-02,2.280099e-02,2.235228e-02,2.246749e-03,1.796239e-03,5.838324e-03,5.388716e-03,9.429900e-03,8.981194e-03
6.216778e+01,4.616554e-04,1.432567e-05,4.894112e-04,4.297701e-05,5.171670e-04,7.162835e-05,4.884910e-03,4.437580e-03,1.375917e-02,1.331274e-02,2.263344e-02,2.218790e-02,2.230738e-03,1.783408e-03,5.796659e-03,5.350225e-03,9.362580e-03,8.917041e-03
6.305491e+01,6.421097e-04,1.979379e-04,1.037096e-03,5.938136e-04,1.432083e-03,9.896893e-04,4.848678e-03,4.404506e-03,1.365680e-02,1.321352e-02,2.246492e-02,2.202253e-02,2.214750e-03,1.770578e-03,5.755016e-03,5.311733e-03,9.295282e-03,8.852888e-03
6.395471e+01,4.489575e-04,7.921377e-06,4.639173e-04,2.376413e-05,4.788771e-04,3.960689e-05,4.814565e-03,4.373529e-03,1.356074e-02,1.312059e-02,2.230692e-02,2.186765e-02,2.199162e-03,1.758125e-03,5.714530e-03,5.274376e-03,9.229897e-03,8.790627e-03
6.486734e+01,4.481369e-04,1.021426e-05,4.676887e-04,3.064279e-05,4.872405e-04,5.107132e-05,4.781526e-03,4.343604e-03,1.346786e-02,1.303081e-02,2.215419e-02,2.171802e-02,2.183786e-03,1.745864e-03,5.674637e-03,5.237591e-03,9.165488e-03,8.729319e-03
6.579300e+01,4.444160e-04,9.584858e-06,4.627152e-04,2.875457e-05,4.810143e-04,4.792429e-05,4.748510e-03,4.313679e-03,1.337500e-02,1.294104e-02,2.200148e-02,2.156839e-02,2.168432e-03,1.733601e-03,5.634764e-03,5.200803e-03,9.101095e-03,8.668005e-03
6.673187e+01,7.001051e-04,2.683437e-04,1.235928e-03,8.050311e-04,1.771751e-03,1.341718e-03,4.714996e-03,4.283235e-03,1.328060e-02,1.284970e-02,2.184621e-02,2.141617e-02,2.153101e-03,1.721339e-03,5.594915e-03,5.164018e-03,9.036729e-03,8.606697e-03
6.768414e+01,4.325293e-04,3.815937e-06,4.393029e-04,1.144781e-05,4.460765e-04,1.907968e-05,4.680620e-03,4.251906e-03,1.318357e-02,1.275572e-02,2.168653e-02,2.125953e-02,2.137790e-03,1.709077e-03,5.555085e-03,5.127230e-03,8.972380e-03,8.545383e-03
6.864999e+01,4.309159e-04,5.229026e-06,4.405217e-04,1.568708e-05,4.501275e-04,2.614513e-05,4.646193e-03,4.220506e-03,1.308635e-02,1.266152e-02,2.152651e-02,2.110253e-02,2.122502e-03,1.696815e-03,5.515280e-03,5.090445e-03,8.908057e-03,8.484075e-03
6.962963e+01,7.898565e-04,3.671748e-04,1.523360e-03,1.101525e-03,2.256863e-03,1.835874e-03,4.613476e-03,4.190794e-03,1.299422e-02,1.257238e-02,2.137496e-02,2.095397e-02,2.107553e-03,1.684871e-03,5.476449e-03,5.054613e-03,8.845345e-03,8.424356e-03
7.062324e+01,4.234543e-04,3.756551e-06,4.301272e-04,1.126965e-05,4.368000e-04,1.878275e-05,4.581826e-03,4.162128e-03,1.290524e-02,1.248638e-02,2.122866e-02,2.081064e-02,2.092821e-03,1.673124e-03,5.438228e-03,5.019371e-03,8.783635e-03,8.365618e-03
7.163104e+01,4.180875e-04,1.352614e-06,4.199584e-04,4.057842e-06,4.218293e-04,6.763070e-06,4.550198e-03,4.133463e-03,1.281629e-02,1.240039e-02,2.108238e-02,2.066732e-02,2.078111e-03,1.661376e-03,5.400028e-03,4.984128e-03,8.721946e-03,8.306880e-03
7.265322e+01,4.147176e-04,9.246737e-07,4.157385e-04,2.774021e-06,4.167594e-04,4.623369e-06,4.518069e-03,4.104276e-03,1.272579e-02,1.231283e-02,2.093351e-02,2.052138e-02,2.063422e-03,1.649629e-03,5.361852e-03,4.948888e-03,8.660282e-03,8.248146e-03
7.368998e+01,4.116904e-04,8.186399e-07,4.125051e-04,2.455920e-06,4.133198e-04,4.093200e-06,4.485136e-03,4.074264e-03,1.263284e-02,1.222279e-02,2.078055e-02,2.037132e-02,2.048753e-03,1.637882e-03,5.323694e-03,4.913645e-03,8.598635e-03,8.189408e-03
7.474154e+01,4.088599e-04,8.887195e-07,4.098205e-04,2.666158e-06,4.107812e-04,4.443597e-06,4.452224e-03,4.044253e-03,1.253991e-02,1.213276e-02,2.062760e-02,2.022126e-02,2.034105e-03,1.626134e-03,5.285556e-03,4.878402e-03,8.537007e-03,8.130670e-03
7.580810e+01,4.067879e-04,1.696874e-06,4.093707e-04,5.090623e-06,4.119534e-04,8.484372e-06,4.420788e-03,4.015697e-03,1.245137e-02,1.204709e-02,2.048196e-02,2.007849e-02,2.019759e-03,1.614668e-03,5.248285e-03,4.844005e-03,8.476811e-03,8.073342e-03
7.688989e+01,4.160428e-04,1.381155e-05,4.428607e-04,4.143466e-05,4.696785e-04,6.905776e-05,4.390479e-03,3.988247e-03,1.236617e-02,1.196474e-02,2.034186e-02,1.994124e-02,2.005647e-03,1.603416e-03,5.211674e-03,4.810248e-03,8.417701e-03,8.017080e-03
7.798711e+01,4.281308e-04,2.873906e-05,4.848093e-04,8.621718e-05,5.414879e-04,1.436953e-04,4.360189e-03,3.960797e-03,1.228098e-02,1.188239e-02,2.020178e-02,1.980399e-02,1.991556e-03,1.592165e-03,5.175086e-03,4.776494e-03,8.358615e-03,7.960823e-03
7.909998e+01,5.377608e-04,1.411886e-04,8.193441e-04,4.235658e-04,1.100927e-03,7.059430e-04,4.329428e-03,3.932856e-03,1.219434e-02,1.179857e-02,2.005926e-02,1.966428e-02,1.977484e-03,1.580912e-03,5.138515e-03,4.742736e-03,8.299545e-03,7.904561e-03
8.022874e+01,4.024003e-04,8.627732e-06,4.188674e-04,2.588320e-05,4.353346e-04,4.313866e-05,4.298237e-03,3.904465e-03,1.210638e-02,1.171339e-02,1.991452e-02,1.952232e-02,1.963432e-03,1.569660e-03,5.101963e-03,4.708979e-03,8.240495e-03,7.848299e-03
8.137361e+01,6.526924e-04,2.616997e-04,1.175309e-03,7.850990e-04,1.697926e-03,1.308498e-03,4.266570e-03,3.875577e-03,1.201694e-02,1.162673e-02,1.976731e-02,1.937788e-02,1.949401e-03,1.558408e-03,5.065435e-03,4.675225e-03,8.181468e-03,7.792041e-03
8.253481e+01,4.250206e-04,3.678810e-05,4.978196e-04,1.103643e-04,5.706185e-04,1.839405e-04,4.236342e-03,3.848109e-03,1.193178e-02,1.154433e-02,1.962722e-02,1.924055e-02,1.935643e-03,1.547411e-03,5.029687e-03,4.642232e-03,8.123731e-03,7.737053e-03
8.371259e+01,3.941549e-04,8.663171e-06,4.107095e-04,2.598951e-05,4.272641e-04,4.331585e-05,4.207824e-03,3.822332e-03,1.185172e-02,1.146700e-02,1.949561e-02,1.911166e-02,1.922186e-03,1.536694e-03,4.994802e-03,4.610082e-03,8.067418e-03,7.683470e-03
8.490717e+01,3.933682e-04,1.059789e-05,4.137977e-04,3.179367e-05,4.342272e-04,5.298945e-05,4.179325e-03,3.796555e-03,1.177167e-02,1.138966e-02,1.936401e-02,1.898277e-02,1.908747e-03,1.525976e-03,4.959933e-03,4.577929e-03,8.011120e-03,7.629882e-03
8.611880e+01,3.839202e-04,3.852032e-06,3.908634e-04,1.155610e-05,3.978065e-04,1.926016e-05,4.149759e-03,3.769691e-03,1.168838e-02,1.130907e-02,1.922700e-02,1.884845e-02,1.895328e-03,1.515260e-03,4.925086e-03,4.545779e-03,7.954845e-03,7.576299e-03
8.734771e+01,5.899182e-04,2.125332e-04,1.014229e-03,6.375995e-04,1.438540e-03,1.062666e-03,4.119837e-03,3.742452e-03,1.160398e-02,1.122736e-02,1.908813e-02,1.871226e-02,1.881927e-03,1.504542e-03,4.890256e-03,4.513627e-03,7.898585e-03,7.522711e-03
8.859417e+01,3.784653e-04,3.744377e-06,3.852038e-04,1.123313e-05,3.919424e-04,1.872188e-05,4.089934e-03,3.715213e-03,1.151961e-02,1.114564e-02,1.894928e-02,1.857606e-02,1.868546e-03,1.493826e-03,4.855447e-03,4.481477e-03,7.842348e-03,7.469128e-03
8.985841e+01,3.746140e-04,2.538429e-06,3.789459e-04,7.615286e-06,3.832779e-04,1.269214e-05,4.060049e-03,3.687974e-03,1.143525e-02,1.106392e-02,1.881045e-02,1.843987e-02,1.855184e-03,1.483108e-03,4.820655e-03,4.449324e-03,7.786126e-03,7.415540e-03
9.114069e+01,3.721670e-04,2.718150e-06,3.768637e-04,8.154451e-06,3.815603e-04,1.359075e-05,4.030184e-03,3.660735e-03,1.135091e-02,1.098220e-02,1.867164e-02,1.830367e-02,1.841840e-03,1.472391e-03,4.785883e-03,4.417174e-03,7.729926e-03,7.361957e-03
9.244127e+01,4.621944e-04,9.535372e-05,6.521675e-04,2.860612e-04,8.421405e-04,4.767686e-04,4.002429e-03,3.635589e-03,1.127287e-02,1.090677e-02,1.854331e-02,1.817794e-02,1.828940e-03,1.462099e-03,4.752404e-03,4.386298e-03,7.675868e-03,7.310496e-03
9.376041e+01,3.695081e-04,5.257119e-06,3.792931e-04,1.577136e-05,3.890781e-04,2.628560e-05,3.975168e-03,3.610917e-03,1.119627e-02,1.083275e-02,1.841738e-02,1.805458e-02,1.816155e-03,1.451904e-03,4.719234e-03,4.355713e-03,7.622314e-03,7.259521e-03
9.509837e+01,3.672370e-04,5.557513e-06,3.776280e-04,1.667254e-05,3.880189e-04,2.778757e-05,3.947343e-03,3.585663e-03,1.111794e-02,1.075699e-02,1.828855e-02,1.792832e-02,1.803389e-03,1.441709e-03,4.686083e-03,4.325128e-03,7.568778e-03,7.208546e-03
9.645543e+01,5.952387e-04,2.361125e-04,1.066745e-03,7.083374e-04,1.538251e-03,1.180562e-03,3.918959e-03,3.559832e-03,1.103790e-02,1.067950e-02,1.815685e-02,1.779916e-02,1.790641e-03,1.431514e-03,4.652950e-03,4.294543e-03,7.515260e-03,7.157571e-03
9.783185e+01,3.739781e-04,1.738717e-05,4.080386e-04,5.216150e-05,4.420990e-04,8.693584e-05,3.890593e-03,3.534002e-03,1.095788e-02,1.060201e-02,1.802517e-02,1.767001e-02,1.777910e-03,1.421319e-03,4.619835e-03,4.263958e-03,7.461760e-03,7.106596e-03
9.922792e+01,3.660739e-04,1.200035e-05,3.893658e-04,3.600106e-05,4.126576e-04,6.000176e-05,3.862245e-03,3.508171e-03,1.087788e-02,1.052451e-02,1.789351e-02,1.754086e-02,1.765198e-03,1.411124e-03,4.586738e-03,4.233373e-03,7.408277e-03,7.055622e-03
1.006439e+02,3.868076e-04,3.523362e-05,4.565710e-04,1.057008e-04,5.263344e-04,1.761681e-04,3.834832e-03,3.483258e-03,1.080064e-02,1.044977e-02,1.776646e-02,1.741629e-02,1.752696e-03,1.401122e-03,4.554235e-03,4.203365e-03,7.355775e-03,7.005609e-03
1.020801e+02,3.708884e-04,2.179635e-05,4.137822e-04,6.538906e-05,4.566760e-04,1.089818e-04,3.808797e-03,3.459705e-03,1.072751e-02,1.037912e-02,1.764622e-02,1.729853e-02,1.740497e-03,1.391405e-03,4.522608e-03,4.174215e-03,7.304719e-03,6.957025e-03
1.035368e+02,3.524703e-04,5.842735e-06,3.634618e-04,1.752820e-05,3.744533e-04,2.921367e-05,3.782781e-03,3.436153e-03,1.065439e-02,1.030846e-02,1.752601e-02,1.718077e-02,1.728316e-03,1.381688e-03,4.490998e-03,4.145065e-03,7.253681e-03,6.908441e-03
1.050143e+02,4.181842e-04,7.400374e-05,5.655027e-04,2.220112e-04,7.128211e-04,3.700187e-04,3.756604e-03,3.412424e-03,1.058076e-02,1.023727e-02,1.740492e-02,1.706212e-02,1.716152e-03,1.371972e-03,4.459406e-03,4.115915e-03,7.202660e-03,6.859858e-03
